?location	?company	?location_id	?company_id	?acc
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Kayaba_Industry>	52	519	1.8128324251069952e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Marubeni>	52	595	1.2739741436209533e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Kirin_Company>	52	526	1.1802967801738624E0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Melco>	52	610	1.0821528381904482E0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Ralliart>	52	756	9.495344731284132E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/East_Japan_Railway_Company>	52	300	0.8268734758775588e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Tomy>	52	926	7.627857107035497E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Canon_Inc.>	52	189	6.958943334670682E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Komatsu_Limited>	52	530	0.5339702930729315e0
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Polyphony_Digital>	52	728	4.6582726112556194E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/GEN_Corporation>	52	371	4.081907006016845E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Chichibu_Railway>	52	211	3.35997792560515E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Daiichi_Kosho_Company>	52	262	2.2371954757813442E-1
<http://dbpedia.org/resource/Japan>	<http://dbpedia.org/resource/Asahi_Breweries>	52	95	1.88929243611423E-1
<http://dbpedia.org/resource/Mexico>	<http://dbpedia.org/resource/Mastretta>	53	599	5.847252044306378E-1
<http://dbpedia.org/resource/Mexico>	<http://dbpedia.org/resource/Vehículos_Automotores_Mexicanos>	53	968	2.6658795453941464E-1
<http://dbpedia.org/resource/Pakistan>	<http://dbpedia.org/resource/Pakistan_Aeronautical_Complex>	54	692	10.531879159626502e0
<http://dbpedia.org/resource/Pakistan>	<http://dbpedia.org/resource/Adam_Motor_Company>	54	15	0.3448902131774161e0
<http://dbpedia.org/resource/Pakistan>	<http://dbpedia.org/resource/SATUMA>	54	797	2.046301359559222E-1
<http://dbpedia.org/resource/Philippines>	<http://dbpedia.org/resource/Sarao_Motors>	55	816	1.3188285785166867E1
<http://dbpedia.org/resource/Philippines>	<http://dbpedia.org/resource/San_Miguel_Corporation>	55	814	1.2346356384942094e0
<http://dbpedia.org/resource/Philippines>	<http://dbpedia.org/resource/Philippine_Aerospace_Development_Corporation>	55	714	1.5861902779856596E-1
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Tupolev>	56	935	244.25958450015546e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Sukhoi>	56	883	121.9485602938114e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Kamov>	56	513	38.31809308098212e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/GAZ>	56	370	28.764473530262816e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Voronezh_Aircraft_Production_Association>	56	985	27.50146220461422e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Komsomolsk-on-Amur_Aircraft_Production_Association>	56	531	26.718672579341135e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/AvtoVAZ>	56	119	18.812088936756812e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Beriev>	56	144	18.688271276430733e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Chemical_Automatics_Design_Bureau>	56	207	1.3054201871862888E1
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/United_Aircraft_Corporation>	56	945	11.691950163838712e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/ZiL>	56	1032	11.665861250942166e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/AZLK>	56	8	3.815270118977396e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Moskvitch>	56	638	3.812806513842112e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/UAZ>	56	939	3.445101613369393e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Aviastroitel>	56	111	1.1941818068802834e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Russian_Helicopters>	56	789	5.572980037479897E-1
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/Airbridge_(ultralight_aircraft_manufacturer)>	56	41	0.3551759534183335e0
<http://dbpedia.org/resource/Russia>	<http://dbpedia.org/resource/TagAZ>	56	893	1.6483176485823003E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Boeing>	57	154	1012.9322654953879e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Boeing_Commercial_Airplanes>	57	155	642.7692577658214e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Apple_Inc.>	57	81	611.5819117032833e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Lockheed_Corporation>	57	566	580.9623001432608e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Lockheed_Martin>	57	567	511.4911059627123e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Google>	57	402	484.42526653413427e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Douglas_Aircraft_Company>	57	288	470.09177656222994e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/McDonnell_Douglas>	57	605	469.9720373003761e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Ford_Motor_Company>	57	354	422.3191126746313e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Flextronics>	57	339	358.21990226772544e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Alliant_Techsystems>	57	59	256.79111966746336e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Martin_Marietta>	57	593	235.62059614997025e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/The_Coca-Cola_Company>	57	914	231.6245327661689e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Chevrolet>	57	210	230.278171764296e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Boeing_Defense,_Space_&_Security>	57	156	219.17873533736145e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Thiokol>	57	916	216.38236693879628e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/United_Space_Alliance>	57	950	2.160292578883302E2
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Northrop_Corporation>	57	667	208.50785325238868e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Cessna>	57	202	189.00037568364436e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Sikorsky_Aircraft>	57	835	185.70995139006294e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Convair>	57	234	183.32690020141422e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Bell_Helicopter>	57	140	172.3605222386913e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Grumman>	57	411	171.22426243441416e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/General_Dynamics>	57	382	168.71702839886564e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Commodore_International>	57	229	162.3222972644677e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/United_Launch_Alliance>	57	948	152.20447170601835e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Chrysler>	57	217	136.57875592897997e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Glenn_L._Martin_Company>	57	397	124.78116576212179e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/General_Motors>	57	385	121.88905844428679e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Motorola_Mobility>	57	640	118.84961589307781e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Amazon.com>	57	67	103.78309018191459e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/PepsiCo>	57	708	92.26615562178388e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Beechcraft>	57	136	89.98638881982794e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Atari,_Inc.>	57	101	85.91009112633114e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/McDonnell_Aircraft>	57	604	80.05948795291532e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/SpaceX>	57	861	72.21774837056981e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Microsoft>	57	619	65.12027536418779e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Curtiss-Wright>	57	245	59.70123897000633e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Piper_Aircraft>	57	721	57.49110724889036e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Jaguar_Cars>	57	496	54.349750341185796e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Curtiss_Aeroplane_and_Motor_Company>	57	246	53.520633083409486e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Zeebo_Inc.>	57	1030	4.999572550524908E1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Scaled_Composites>	57	820	44.01925930270608e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/IBM>	57	461	43.23422920925425e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Cadillac>	57	184	41.94340788189901e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/GMC_(automobile)>	57	374	33.9565556674007e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/American_Motors>	57	71	31.581085129007388e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Dr_Pepper_Snapple_Group>	57	290	31.135995925317903e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Pontiac>	57	729	28.635215886665655e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Land_Rover>	57	547	26.986415424741452e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Hasbro>	57	424	26.218962084892834e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Buick>	57	179	25.60147208965762e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Lincoln_Motor_Company>	57	562	23.965837737255196e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Palm,_Inc.>	57	694	22.41348295865924e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Milton_Bradley_Company>	57	623	21.55826482447368e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Oldsmobile>	57	674	20.11652102989042e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Mercury_(automobile)>	57	612	19.55352051622076e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Aerojet_Rocketdyne>	57	28	19.513297963973905e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/AeroVironment>	57	23	18.685898383297232e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Coleco>	57	225	18.205632722021637e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Oculus_VR>	57	672	1.7830588524357307E1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Hawker_Beechcraft>	57	425	15.798815823035735e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Piasecki_Helicopter>	57	717	15.217001439606957e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Raytheon>	57	759	14.546816404610459e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Plymouth_(automobile)>	57	724	14.37963932180761e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Ling-Temco-Vought>	57	563	13.412429820864478e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/PARC_(company)>	57	688	1.3113673522898981E1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Kaman_Aircraft>	57	512	13.068636137589785e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Fairchild_Semiconductor>	57	327	1.2334835901419382E1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Chase_Aircraft>	57	205	12.065389535907542e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/NUMMI>	57	645	10.723713677896018e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Stinson_Aircraft_Company>	57	875	10.147324493469323e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Insitu>	57	480	9.223248677409183e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/NeXT>	57	653	9.146483091624193e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Waco_Aircraft_Company>	57	990	8.984705359836179e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Tiger_Electronics>	57	921	8.739943379931667e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Saleen>	57	808	8.533801000872174e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Hewlett-Packard>	57	433	7.397060300035199e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Willys>	57	1001	6.9649463597141565e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Bally_Manufacturing>	57	129	6.845796582707925E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Studebaker>	57	881	6.494608999267361e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Cirrus_Aircraft>	57	219	6.457052313091641e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Xerox>	57	1013	6.412330047322914e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Dell>	57	278	6.250370414054771e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Navistar_International>	57	651	6.041478767821409e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Oracle_Corporation>	57	680	5.622661805470225e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Beam_Suntory>	57	133	5.393068578911641e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Taylorcraft_Aircraft>	57	901	5.13022896269376e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Hudson_Motor_Car_Company>	57	449	4.967973178653485e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Nash_Motors>	57	648	4.929937583667168e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Airdrome_Aeroplanes>	57	50	4.753524382462266e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Hiller_Aircraft>	57	434	4.655158544999129e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Teledyne_Technologies>	57	909	4.597895786199994E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/TRW_Inc.>	57	891	4.209636689177603E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Aeronca_Aircraft>	57	30	4.1337087137333635e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Bensen_Aircraft>	57	143	3.88563430854665e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Packard>	57	691	3.6639017467669914e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Nvidia>	57	669	3.5416260244845965e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Sazerac_Company>	57	819	3.414003429403375e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Lancair>	57	544	3.3401147747952438e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Mack_Trucks>	57	583	3.2423192584634672e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Honda_Aircraft_Company>	57	443	3.1745221243995343E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Orbital_Sciences_Corporation>	57	681	3.1181723224066134e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Howard_Aircraft_Corporation>	57	447	3.0352746662278856e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Aeromarine>	57	29	3.026164768876434e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Kyocera_Communications>	57	537	2.9738473444244824e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Brown-Forman>	57	175	2.9231906062493427e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/LeapFrog_Enterprises>	57	552	2.898408279393372e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Worlds_of_Wonder_(toy_company)>	57	1008	2.8592247907581996E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Parker_Brothers>	57	701	2.642146169962056e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/DeSoto_(automobile)>	57	273	2.58468417165434e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Fleetwings>	57	338	2.450448104172625e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/General_Atomics>	57	380	2.384897546745206e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Compaq>	57	231	2.2965470533126693e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Saturn_Corporation>	57	817	2.2847962673445665e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/International_Harvester>	57	482	2.2720375755637985e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/General_Electric>	57	384	2.1995144748294146e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Tommo_Inc.>	57	925	2.0603632635222797E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Proximo_Spirits>	57	744	1.971065487525716e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Caterpillar_Inc.>	57	198	1.9468114390298097e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Stroukoff_Aircraft>	57	879	1.8479386608725752E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Sonex_Aircraft>	57	857	1.7975674595945093e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/L-3_Communications>	57	538	1.740016225108588E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/New_Kolb_Aircraft>	57	657	1.7332034284185802e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Hennessey_Performance_Engineering>	57	430	1.7047029835445155E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Culver_Aircraft_Company>	57	243	1.6890609436728852e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Hummer>	57	453	1.4652621963536396e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Eclipse_Aviation>	57	302	1.4218097408637116e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/WizKids>	57	1005	1.4132246434766638e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Titan_Aircraft>	57	922	1.3998855177022325e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/XCOR_Aerospace>	57	1011	1.3504284122747308E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Terrafugia>	57	911	1.332913207955523e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/EMachines>	57	296	1.2942976442965783E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Eagle_(automobile)>	57	298	1.2559567181380729E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Western_Digital>	57	995	1.254471587312152E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Cummins>	57	244	1.2520349055846471e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Enstrom_Helicopter_Corporation>	57	310	1.2298592384098157e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Daimler_Trucks_North_America>	57	266	1.2072183267365761e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Kraft_Foods>	57	534	1.2052599469435532e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Linksys>	57	564	1.1976320580282096E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Avco>	57	109	1.177873856348031e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Engineering_and_Research_Corporation>	57	307	1.145661489284587E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Crown_Coach_Corporation>	57	241	1.144477442146445e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Millennium_Transit_Services>	57	622	1.1238229393746413E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Aircraft_Sales_and_Parts>	57	48	1.1218187687783718e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Adam_Aircraft_Industries>	57	14	1.1057973074209442e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Thomas_Built_Buses>	57	917	1.0946076842239338e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Textron>	57	912	1.0410664938164016E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Privateer_Press>	57	737	1.040942965137182e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Platt-LePage_Aircraft_Company>	57	723	1.0381062127820977E0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Qi_hardware>	57	747	9.910075981307154E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Goodrich_Corporation>	57	401	0.980738451380667e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Pabst_Brewing_Company>	57	690	0.9703131752908889e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/SanDisk>	57	813	0.9657346071656826e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Historical_Aircraft_Corporation>	57	439	0.9540121915173785e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Gillig_Corporation>	57	393	0.9446031715598081e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Brantly_International>	57	166	0.9311055828440729e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Kenworth>	57	521	0.9239558876365226e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Maule_Air>	57	601	0.8944285966135245e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Griffon_Aerospace>	57	408	0.8910176238293066e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Loehle_Aircraft>	57	568	0.8888721954335683e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/RotorWay_International>	57	783	0.871955947198314e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Warner_Aerocraft>	57	992	0.8707833469258224e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/North_Wing_Design>	57	666	0.8531312277017742e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Solar_Turbines>	57	854	8.09943188297021E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Visteon>	57	976	8.057527838586946E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/American_Champion>	57	69	0.8052120471167636e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/St_Croix_Aircraft>	57	872	0.7866127855781422e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/DRS_Technologies>	57	257	0.7843269490257542e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Scion_(automobile)>	57	822	0.7756957620493196e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/ICON_Aircraft>	57	462	7.743103959756111E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Avid_Aircraft>	57	115	0.771994379555623e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Fortune_Brands>	57	360	7.652904575211407E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Buckeye_Industries>	57	177	0.7545997106845481e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Team_Mini-Max>	57	903	0.7528640282162246e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Mosler_Automotive>	57	639	0.7394531654897123e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Carter_Aviation_Technologies>	57	195	0.7373307403227047e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Windward_Performance>	57	1002	0.7287487004173834e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Backcountry_Super_Cubs>	57	126	0.6658240156900317e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Six_Chuter>	57	843	0.6630370187947805e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Baldwin_Locomotive_Works>	57	128	0.6609652750957091e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Epic_Aircraft>	57	311	0.6520941534678576e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Mad_Catz>	57	584	6.496875331112459E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Carlson_Aircraft>	57	192	0.6490277890922926e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Luxco>	57	574	0.6470597316453551e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Panoz,_LLC>	57	697	6.248017165673558E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Vector_Motors>	57	966	0.6189336711725157e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Preceptor_Aircraft>	57	735	0.618678334762784e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/New_Standard_Aircraft_Company>	57	658	0.613687548170166e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Aircraft_Manufacturing_and_Design>	57	47	0.6100025221257923e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Beaujon_Aircraft>	57	134	0.6023289323450531e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Sperry_Corporation>	57	864	0.5990186107678238e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/GE_Transportation>	57	373	5.961416290180154E-1
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Lake_Aircraft>	57	543	0.5951308406643537e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/US_Aviation>	57	943	0.5887930421562527e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Paladin_Industries>	57	693	0.5875063457712322e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/SyberJet_Aircraft>	57	888	0.5821039197453357e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/World_Aircraft_Company>	57	1007	0.578158354352468e0
<http://dbpedia.org/resource/United_States>	<http://dbpedia.org/resource/Airframes_Unlimited>	57	51	0.5760945581406782e0
