0	1   Animalia_(book)	Animalia_(book)
2075	1	Experiment_in_Autobiography	Experiment_in_Autobiography
2076	1	Government_Bullies	Government_Bullies
2077	1	Harmony:_A_New_Way_of_Looking_at_Our_World	Harmony:_A_New_Way_of_Looking_at_Our_World
2078	1	Free_Trade_Reimagined:_The_World_Division_of_Labor_and_the_Method_of_Economics	Free_Trade_Reimagined:_The_World_Division_of_Labor_and_the_Method_of_Economics
2079	1	The_Ministry_of_Nostalgia	The_Ministry_of_Nostalgia
2080	1	The_Tale_of_Kitty-in-Boots	The_Tale_of_Kitty-in-Boots
2081	1	Barbary_Shore	Barbary_Shore
2082	1	The_Bippolo_Seed_and_Other_Lost_Stories	The_Bippolo_Seed_and_Other_Lost_Stories
2083	1	The_God_Argument	The_God_Argument
2084	1	Thinkers_of_the_East:_Studies_in_Experientialism	Thinkers_of_the_East:_Studies_in_Experientialism
2085	1	Modernism:_The_Lure_of_Heresy	Modernism:_The_Lure_of_Heresy
2086	1	Ramkinkar_Baij_(book)	Ramkinkar_Baij_(book)
2087	1	Shadows_of_the_Pomegranate_Tree	Shadows_of_the_Pomegranate_Tree
2088	1	The_Three_Sui_Quash_the_Demons'_Revolt	The_Three_Sui_Quash_the_Demons'_Revolt
2089	1	The_Village_of_Waiting	The_Village_of_Waiting
2090	1	Theory_and_History	Theory_and_History
2091	1	The_Psychology_of_Self-Esteem	The_Psychology_of_Self-Esteem
2092	1	Vinyl_Cafe_Diaries	Vinyl_Cafe_Diaries
2093	1	In_Arabian_Nights	In_Arabian_Nights
2094	1	The_Circus_Surprise	The_Circus_Surprise
2095	1	The_Jolly_Postman	The_Jolly_Postman
2096	1	The_Wordy_Shipmates	The_Wordy_Shipmates
2097	1	Global_Spin	Global_Spin
2098	1	The_Drunken_Forest	The_Drunken_Forest
2099	1	Evil_Machines	Evil_Machines
2100	1	In_the_Plex	In_the_Plex
2101	1	Ethical_Relativity	Ethical_Relativity
2102	1	Frege:_Philosophy_of_Language	Frege:_Philosophy_of_Language
2103	1	The_Universe_in_a_Single_Atom	The_Universe_in_a_Single_Atom
2104	1	Plays_of_Three_Decades	Plays_of_Three_Decades
2105	1	The_Circle_of_Reason_(novel)	The_Circle_of_Reason_(novel)
2106	1	Girl_with_the_Most_Cake	Girl_with_the_Most_Cake
2107	1	Outrage:_The_Five_Reasons_Why_O.J._Simpson_Got_Away_with_Murder	Outrage:_The_Five_Reasons_Why_O.J._Simpson_Got_Away_with_Murder
2108	1	The_Industrial_Vagina	The_Industrial_Vagina
2109	1	A_Wizard_of_Earthsea	A_Wizard_of_Earthsea
2110	1	Adventures_of_Huckleberry_Finn	Adventures_of_Huckleberry_Finn
2111	1	Animal_Farm	Animal_Farm
2112	1	Candide	Candide
2113	1	Carmilla	Carmilla
2114	1	Cosmicomics	Cosmicomics
2115	1	Crash_(J._G._Ballard_novel)	Crash_(J._G._Ballard_novel)
2116	1	Don_Quixote	Don_Quixote
2117	1	Dracula	Dracula
2118	1	Dune_Messiah	Dune_Messiah
2119	1	Erewhon	Erewhon
2120	1	Gaudy_Night	Gaudy_Night
2121	1	Heart_of_Darkness	Heart_of_Darkness
2122	1	Icehenge	Icehenge
2123	1	Ivanhoe	Ivanhoe
2124	1	Moby-Dick	Moby-Dick
2125	1	Pride_and_Prejudice	Pride_and_Prejudice
2126	1	Rendezvous_with_Rama	Rendezvous_with_Rama
2127	1	Ringworld	Ringworld
2128	1	Sense_and_Sensibility	Sense_and_Sensibility
2129	1	The_Plague	The_Plague
2130	1	The_Three_Stigmata_of_Palmer_Eldritch	The_Three_Stigmata_of_Palmer_Eldritch
2131	1	The_Trial	The_Trial
2132	1	Time_Out_of_Joint	Time_Out_of_Joint
2133	1	Ubik	Ubik
2134	1	Busman's_Honeymoon	Busman's_Honeymoon
2135	1	Chitty-Chitty-Bang-Bang	Chitty-Chitty-Bang-Bang
2136	1	Chocolat_(novel)	Chocolat_(novel)
2137	1	Creatures_of_Light_and_Darkness	Creatures_of_Light_and_Darkness
2138	1	Destination:_Void	Destination:_Void
2139	1	Flare_(novel)	Flare_(novel)
2140	1	Great_Expectations	Great_Expectations
2141	1	Have_His_Carcase	Have_His_Carcase
2142	1	Imperial_Earth	Imperial_Earth
2143	1	Jack_of_Shadows	Jack_of_Shadows
2144	1	Madame_Bovary	Madame_Bovary
2145	1	Midnight's_Children	Midnight's_Children
2146	1	Rosemary's_Baby_(novel)	Rosemary's_Baby_(novel)
2147	1	Shame_(Rushdie_novel)	Shame_(Rushdie_novel)
2148	1	Strong_Poison	Strong_Poison
2149	1	The_Boys_from_Brazil_(novel)	The_Boys_from_Brazil_(novel)
2150	1	The_Children_of_Men	The_Children_of_Men
2151	1	The_Dosadi_Experiment	The_Dosadi_Experiment
2152	1	The_Farther_Adventures_of_Robinson_Crusoe	The_Farther_Adventures_of_Robinson_Crusoe
2153	1	The_Five_Red_Herrings	The_Five_Red_Herrings
2154	1	The_Fixer_(novel)	The_Fixer_(novel)
2155	1	The_Nine_Tailors	The_Nine_Tailors
2156	1	The_Poisoned_Chocolates_Case	The_Poisoned_Chocolates_Case
2157	1	The_Railway_Children	The_Railway_Children
2158	1	The_Red_House_Mystery	The_Red_House_Mystery
2159	1	This_Perfect_Day	This_Perfect_Day
2160	1	Unnatural_Death	Unnatural_Death
2161	1	Vurt	Vurt
2162	1	War_and_Peace	War_and_Peace
2163	1	Whipping_Star	Whipping_Star
2164	1	Fireworks:_Nine_Profane_Pieces	Fireworks:_Nine_Profane_Pieces
2165	1	The_Castle_of_Argol	The_Castle_of_Argol
2166	1	The_Reverse_of_the_Medal	The_Reverse_of_the_Medal
2167	1	A_Family_Affair_(novel)	A_Family_Affair_(novel)
2168	1	Around_the_World_(musical)	Around_the_World_(musical)
2169	1	Bad_Boy_(novel)	Bad_Boy_(novel)
2170	1	Before_Green_Gables	Before_Green_Gables
2171	1	Cabal_(novella)	Cabal_(novella)
2172	1	Candy_(Southern_and_Hoffenberg_novel)	Candy_(Southern_and_Hoffenberg_novel)
2173	1	Clarissa_Oakes	Clarissa_Oakes
2174	1	Crime_Wave_(book)	Crime_Wave_(book)
2175	1	Daniel_(Mankell_novel)	Daniel_(Mankell_novel)
2176	1	Demon_(novel)	Demon_(novel)
2177	1	Detour_(Brodsky_novel)	Detour_(Brodsky_novel)
2178	1	Dragon_(fantasy_series)	Dragon_(fantasy_series)
2179	1	Fear_(Rybakov_novel)	Fear_(Rybakov_novel)
2180	1	Fire_and_Ice_(Hunter_novel)	Fire_and_Ice_(Hunter_novel)
2181	1	For_Your_Eyes_Only_(short_story_collection)	For_Your_Eyes_Only_(short_story_collection)
2182	1	For_the_Win	For_the_Win
2183	1	Haunted_(Cabot_novel)	Haunted_(Cabot_novel)
2184	1	Haunted_(Palahniuk_novel)	Haunted_(Palahniuk_novel)
2185	1	Home_(Morrison_novel)	Home_(Morrison_novel)
2186	1	Horizon_(novel)	Horizon_(novel)
2187	1	Ice_(Sorokin_novel)	Ice_(Sorokin_novel)
2188	1	Juggernaut_(novel)	Juggernaut_(novel)
2189	1	Legacy_(Bujold_novel)	Legacy_(Bujold_novel)
2190	1	Legacy_(Michener_novel)	Legacy_(Michener_novel)
2191	1	Little_Star_(novel)	Little_Star_(novel)
2192	1	Lost_Souls_(Poppy_Z._Brite_novel)	Lost_Souls_(Poppy_Z._Brite_novel)
2193	1	My_Name_Is_Legion_(Zelazny_collection)	My_Name_Is_Legion_(Zelazny_collection)
2194	1	No_Name_(novel)	No_Name_(novel)
2195	1	One_Shot_(novel)	One_Shot_(novel)
2196	1	Oxygen_(Miller_novel)	Oxygen_(Miller_novel)
2197	1	Paula_(novel)	Paula_(novel)
2198	1	Pickwick_(musical)	Pickwick_(musical)
2199	1	Pure_(Miller_novel)	Pure_(Miller_novel)
2200	1	Recessional_(novel)	Recessional_(novel)
2201	1	Requiem_(Young_novel)	Requiem_(Young_novel)
2202	1	Shadrach_in_the_Furnace	Shadrach_in_the_Furnace
2203	1	Smoke_(novel)	Smoke_(novel)
2204	1	Sunrise_(Hunter_novel)	Sunrise_(Hunter_novel)
2205	1	Symposium_(novel)	Symposium_(novel)
2206	1	The_Cookie_Monster_(novella)	The_Cookie_Monster_(novella)
2207	1	The_Fairy_Godmother_(novel)	The_Fairy_Godmother_(novel)
2208	1	The_Finishing_School_(Spark_novel)	The_Finishing_School_(Spark_novel)
2209	1	The_Good_Shepherd_(novel)	The_Good_Shepherd_(novel)
2210	1	The_Gun_(novel)	The_Gun_(novel)
2211	1	The_Hard_Way_(novel)	The_Hard_Way_(novel)
2212	1	The_History_of_the_Runestaff	The_History_of_the_Runestaff
2213	1	The_Judas_Tree	The_Judas_Tree
2214	1	The_Last_Days_(Westerfeld_novel)	The_Last_Days_(Westerfeld_novel)
2215	1	The_Mandelbaum_Gate	The_Mandelbaum_Gate
2216	1	The_Pickwick_Papers	The_Pickwick_Papers
2217	1	The_Secret_Garden	The_Secret_Garden
2218	1	The_Sleeping_Beauty_(novel)	The_Sleeping_Beauty_(novel)
2219	1	The_System_of_the_World_(novel)	The_System_of_the_World_(novel)
2220	1	The_Wall_(short_story_collection)	The_Wall_(short_story_collection)
2221	1	The_Witches_of_Eastwick	The_Witches_of_Eastwick
2222	1	Two_Solitudes_(novel)	Two_Solitudes_(novel)
2223	1	Was_(novel)	Was_(novel)
2224	1	Children_of_the_Arbat	Children_of_the_Arbat
2225	1	Constance_(novel)	Constance_(novel)
2226	1	Jack_Pumpkinhead_of_Oz	Jack_Pumpkinhead_of_Oz
2227	1	The_Inheritors_(Conrad_and_Ford_novel)	The_Inheritors_(Conrad_and_Ford_novel)
2228	1	The_Lighthouse_(James_novel)	The_Lighthouse_(James_novel)
2229	1	The_Whale_(2013_film)	The_Whale_(2013_film)
2230	1	The_Woman_in_White_(novel)	The_Woman_in_White_(novel)
2231	1	Thunderhead_(novel)	Thunderhead_(novel)
2232	1	To_the_Lighthouse	To_the_Lighthouse
2233	1	A_Man_of_the_People	A_Man_of_the_People
2234	1	All_That_Matters_(novel)	All_That_Matters_(novel)
2235	1	Americana_(novel)	Americana_(novel)
2236	1	Antarctica_(novel)	Antarctica_(novel)
2237	1	Atonement_(novel)	Atonement_(novel)
2238	1	Bend_Sinister_(novel)	Bend_Sinister_(novel)
2239	1	Bizarro_(novel)	Bizarro_(novel)
2240	1	Blink_(novel)	Blink_(novel)
2241	1	Boy_Meets_Girl_(novel)	Boy_Meets_Girl_(novel)
2242	1	Cosmopolis_(novel)	Cosmopolis_(novel)
2243	1	Daredevil_(novel)	Daredevil_(novel)
2244	1	Dragonseye	Dragonseye
2245	1	Earthquake_Weather_(novel)	Earthquake_Weather_(novel)
2246	1	Firstborn_(novel)	Firstborn_(novel)
2247	1	House_of_Stairs_(William_Sleator_novel)	House_of_Stairs_(William_Sleator_novel)
2248	1	Hunted_(Gardner_novel)	Hunted_(Gardner_novel)
2249	1	I_Am_Mary_Dunne	I_Am_Mary_Dunne
2250	1	Jinx_(Cabot_novel)	Jinx_(Cabot_novel)
2251	1	Larger_than_Life_(novel)	Larger_than_Life_(novel)
2252	1	Lotte_in_Weimar:_The_Beloved_Returns	Lotte_in_Weimar:_The_Beloved_Returns
2253	1	Luck_of_the_Draw_(Xanth_novel)	Luck_of_the_Draw_(Xanth_novel)
2254	1	Maximum_Ride:_School's_Out_Forever	Maximum_Ride:_School's_Out_Forever
2255	1	Mayday_(novel)	Mayday_(novel)
2256	1	Memento_Mori_(novel)	Memento_Mori_(novel)
2257	1	Navigator_(Baxter_novel)	Navigator_(Baxter_novel)
2258	1	Nostromo	Nostromo
2259	1	Sacrament_(novel)	Sacrament_(novel)
2260	1	Seeing_is_Believing_(novel)	Seeing_is_Believing_(novel)
2261	1	Shosha_(novel)	Shosha_(novel)
2262	1	Smoke_and_Mirrors_(story_collection)	Smoke_and_Mirrors_(story_collection)
2263	1	Snow_Country	Snow_Country
2264	1	Tales_of_Ten_Worlds	Tales_of_Ten_Worlds
2265	1	Tarzan:_The_Greystoke_Legacy	Tarzan:_The_Greystoke_Legacy
2266	1	Tau_Zero	Tau_Zero
2267	1	The_Anubis_Gates	The_Anubis_Gates
2268	1	The_Black_Box_(novel)	The_Black_Box_(novel)
2269	1	The_Black_Robe	The_Black_Robe
2270	1	The_Black_Swan_(Lackey_novel)	The_Black_Swan_(Lackey_novel)
2271	1	The_Black_Swan_(Mann_novel)	The_Black_Swan_(Mann_novel)
2272	1	The_Cannibal	The_Cannibal
2273	1	The_Closed_Circle_(novel)	The_Closed_Circle_(novel)
2274	1	The_Codex_(novel)	The_Codex_(novel)
2275	1	The_Drifters_(novel)	The_Drifters_(novel)
2276	1	The_Efficiency_Expert_(novel)	The_Efficiency_Expert_(novel)
2277	1	The_Final_Solution_(novel)	The_Final_Solution_(novel)
2278	1	The_Forest_(novel)	The_Forest_(novel)
2279	1	The_Great_Wall_of_China_(collection)	The_Great_Wall_of_China_(collection)
2280	1	The_House_of_the_Dead_(novel)	The_House_of_the_Dead_(novel)
2281	1	The_Information_(novel)	The_Information_(novel)
2282	1	The_King_Is_Dead_(novel)	The_King_Is_Dead_(novel)
2283	1	The_Lantern_Bearers_(Sutcliff_novel)	The_Lantern_Bearers_(Sutcliff_novel)
2284	1	The_Pioneers_(novel)	The_Pioneers_(novel)
2285	1	The_Terrorists	The_Terrorists
2286	1	The_Word_(novel)	The_Word_(novel)
2287	1	To_the_Last_Man_(Shaara_novel)	To_the_Last_Man_(Shaara_novel)
2288	1	Tooth_and_Claw_(novel)	Tooth_and_Claw_(novel)
2289	1	Tripwire_(novel)	Tripwire_(novel)
2290	1	Tristan_(novella)	Tristan_(novella)
2291	1	Twilight_(Cabot_novel)	Twilight_(Cabot_novel)
2292	1	Twilight_(Hunter_novel)	Twilight_(Hunter_novel)
2293	1	Winners_(collection)	Winners_(collection)
2294	1	Amnesia_(Carey_novel)	Amnesia_(Carey_novel)
2295	1	And_Both_Were_Young	And_Both_Were_Young
2296	1	Between_the_Rivers	Between_the_Rivers
2297	1	Blood_on_the_Moon_(novel)	Blood_on_the_Moon_(novel)
2298	1	Book_of_Longing	Book_of_Longing
2299	1	A_Haunted_House_and_Other_Short_Stories	A_Haunted_House_and_Other_Short_Stories
2300	1	A_House_Divided_(novel)	A_House_Divided_(novel)
2301	1	A_Twist_in_the_Tale_(book)	A_Twist_in_the_Tale_(book)
2302	1	Anathem	Anathem
2303	1	Ascendance_(novel)	Ascendance_(novel)
2304	1	Ida:_A_Novel	Ida:_A_Novel
2305	1	Beyond_the_Wall_of_Sleep_(collection)	Beyond_the_Wall_of_Sleep_(collection)
2306	1	Bro_(novel)	Bro_(novel)
2307	1	Larklight	Larklight
2308	1	Look_at_the_Harlequins!	Look_at_the_Harlequins!
2309	1	Michael_Palin:_Around_the_World_in_80_Days	Michael_Palin:_Around_the_World_in_80_Days
2310	1	Other_People	Other_People
2311	1	Corsair_(Cussler_novel)	Corsair_(Cussler_novel)
2312	1	Damnation_Alley	Damnation_Alley
2313	1	Darkest_Hour_(Cabot_novel)	Darkest_Hour_(Cabot_novel)
2314	1	Riotous_Assembly	Riotous_Assembly
2315	1	Die_Trying_(novel)	Die_Trying_(novel)
2316	1	Seizure_(Cook_novel)	Seizure_(Cook_novel)
2317	1	Dragon_Seed_(novel)	Dragon_Seed_(novel)
2318	1	Spring_Night	Spring_Night
2319	1	Suicide_Hill	Suicide_Hill
2320	1	Tea_Time_for_the_Traditionally_Built	Tea_Time_for_the_Traditionally_Built
2321	1	The_Adventures_of_Clint_and_Mac	The_Adventures_of_Clint_and_Mac
2322	1	The_Beast_that_Shouted_Love_at_the_Heart_of_the_World	The_Beast_that_Shouted_Love_at_the_Heart_of_the_World
2323	1	The_Diviners	The_Diviners
2324	1	The_Face_of_the_Waters	The_Face_of_the_Waters
2325	1	Factotum_(novel)	Factotum_(novel)
2326	1	The_Giant_Horse_of_Oz	The_Giant_Horse_of_Oz
2327	1	The_Malady_of_Death	The_Malady_of_Death
2328	1	The_Night_in_Lisbon	The_Night_in_Lisbon
2329	1	The_Tigers_of_Mompracem	The_Tigers_of_Mompracem
2330	1	The_Undesired_Princess	The_Undesired_Princess
2331	1	Firestar's_Quest	Firestar's_Quest
2332	1	Fragile_Things	Fragile_Things
2333	1	Turmoil_in_the_Swaths	Turmoil_in_the_Swaths
2334	1	Frankenstein	Frankenstein
2335	1	Vendetta_for_the_Saint	Vendetta_for_the_Saint
2336	1	Gods_and_Generals_(novel)	Gods_and_Generals_(novel)
2337	1	Halfway_House_(novel)	Halfway_House_(novel)
2338	1	Infernal_Devices_(Philip_Reeve_novel)	Infernal_Devices_(Philip_Reeve_novel)
2339	1	Kill_the_Messenger_(novel)	Kill_the_Messenger_(novel)
2340	1	Le_Calvaire	Le_Calvaire
2341	1	Le_Miroir_de_Cassandre	Le_Miroir_de_Cassandre
2342	1	Live_from_Golgotha:_The_Gospel_According_to_Gore_Vidal	Live_from_Golgotha:_The_Gospel_According_to_Gore_Vidal
2343	1	Micro_(novel)	Micro_(novel)
2344	1	Milkweed_(novel)	Milkweed_(novel)
2345	1	Nothing_to_Lose_(novel)	Nothing_to_Lose_(novel)
2346	1	Octopussy_and_The_Living_Daylights	Octopussy_and_The_Living_Daylights
2347	1	Otherness_(book)	Otherness_(book)
2348	1	Partners_in_Crime_(short_story_collection)	Partners_in_Crime_(short_story_collection)
2349	1	Players_(DeLillo_novel)	Players_(DeLillo_novel)
2350	1	Rama_II_(novel)	Rama_II_(novel)
2351	1	Rules_of_Engagement_(Elizabeth_Moon_novel)	Rules_of_Engagement_(Elizabeth_Moon_novel)
2352	1	Second_Thoughts_(Shobhaa_De_novel)	Second_Thoughts_(Shobhaa_De_novel)
2353	1	Sentimental_Education	Sentimental_Education
2354	1	Shattered_(Walters_novel)	Shattered_(Walters_novel)
2355	1	The_Affair_(Child_novel)	The_Affair_(Child_novel)
2356	1	The_Breaking_Point_(anthology)	The_Breaking_Point_(anthology)
2357	1	The_Broken_Sword	The_Broken_Sword
2358	1	The_Crossing_(Churchill_novel)	The_Crossing_(Churchill_novel)
2359	1	The_Darkest_Hour_(novel)	The_Darkest_Hour_(novel)
2360	1	The_Daydreamer_(novel)	The_Daydreamer_(novel)
2361	1	The_End_of_the_Road	The_End_of_the_Road
2362	1	The_Godmakers_(novel)	The_Godmakers_(novel)
2363	1	The_Legacy_(Forgotten_Realms_novel)	The_Legacy_(Forgotten_Realms_novel)
2364	1	The_Manxman_(novel)	The_Manxman_(novel)
2365	1	The_Monarch_of_the_Glen_(novel)	The_Monarch_of_the_Glen_(novel)
2366	1	The_Mysterious_Mr_Quin	The_Mysterious_Mr_Quin
2367	1	The_Narrows_(Connelly_novel)	The_Narrows_(Connelly_novel)
2368	1	The_Rats_(novel)	The_Rats_(novel)
2369	1	The_Star_Fox	The_Star_Fox
2370	1	The_Takeover_(novel)	The_Takeover_(novel)
2371	1	Things_Fall_Apart	Things_Fall_Apart
2372	1	Till_Death_Do_Us_Part_(Carr_novel)	Till_Death_Do_Us_Part_(Carr_novel)
2373	1	Watch_(novel)	Watch_(novel)
2374	1	Windfall_(novel)	Windfall_(novel)
2375	1	A_Russian_Beauty_and_Other_Stories	A_Russian_Beauty_and_Other_Stories
2376	1	Black_Mischief	Black_Mischief
2377	1	Cerberus:_A_Wolf_in_the_Fold	Cerberus:_A_Wolf_in_the_Fold
2378	1	The_Crystal_World	The_Crystal_World
2379	1	Thor_Meets_Captain_America	Thor_Meets_Captain_America
2380	1	Hellstrom's_Hive	Hellstrom's_Hive
2381	1	Jungle_Girl_(novel)	Jungle_Girl_(novel)
2382	1	Le_Jour_des_fourmis	Le_Jour_des_fourmis
2383	1	Rebellion_(novel)	Rebellion_(novel)
2384	1	Strike_Zone	Strike_Zone
2385	1	Tales_from_Watership_Down	Tales_from_Watership_Down
2386	1	The_Collected_Stories_of_Arthur_C._Clarke	The_Collected_Stories_of_Arthur_C._Clarke
2387	1	The_Golden_Bowl	The_Golden_Bowl
2388	1	The_Lathe_of_Heaven	The_Lathe_of_Heaven
2389	1	Wednesday's_Child_(novel)	Wednesday's_Child_(novel)
2390	1	Too_Many_Cooks_(novel)	Too_Many_Cooks_(novel)
2391	1	A_Little_Raw_on_Monday_Mornings	A_Little_Raw_on_Monday_Mornings
2392	1	Back_to_Bologna	Back_to_Bologna
2393	1	Eight_Fantasms_and_Magics	Eight_Fantasms_and_Magics
2394	1	F.M._(novel)	F.M._(novel)
2395	1	I_nattens_tystnad	I_nattens_tystnad
2396	1	The_Complete_Stories_of_Franz_Kafka	The_Complete_Stories_of_Franz_Kafka
2397	1	The_Red_Widow_Murders	The_Red_Widow_Murders
2398	1	A_Quiver_Full_of_Arrows	A_Quiver_Full_of_Arrows
2399	1	Brief_Interviews_with_Hideous_Men	Brief_Interviews_with_Hideous_Men
2400	1	Bedlam_(Brookmyre_novel)	Bedlam_(Brookmyre_novel)
2401	1	Blood_Rain_(novel)	Blood_Rain_(novel)
2402	1	Illywhacker	Illywhacker
2403	1	Loitering_with_Intent	Loitering_with_Intent
2404	1	Ossian's_Ride	Ossian's_Ride
2405	1	Demi-Gods_and_Semi-Devils_(1982_TV_series)	Demi-Gods_and_Semi-Devils_(1982_TV_series)
2406	1	Demi-Gods_and_Semi-Devils_(1997_TV_series)	Demi-Gods_and_Semi-Devils_(1997_TV_series)
2407	1	Demi-Gods_and_Semi-Devils_(2003_TV_series)	Demi-Gods_and_Semi-Devils_(2003_TV_series)
2408	1	The_Dark_Portal	The_Dark_Portal
2409	1	The_Monastery	The_Monastery
2410	1	Fever_Dream_(novel)	Fever_Dream_(novel)
2411	1	Last_and_First_Men	Last_and_First_Men
2412	1	Laughter_in_the_Dark_(novel)	Laughter_in_the_Dark_(novel)
2413	1	Never_Let_Me_Go_(novel)	Never_Let_Me_Go_(novel)
2414	1	On_a_Pale_Horse	On_a_Pale_Horse
2415	1	Quentins	Quentins
2416	1	Significant_Others_(novel)	Significant_Others_(novel)
2417	1	The_Burning_World_(novel)	The_Burning_World_(novel)
2418	1	The_Charm_School	The_Charm_School
2419	1	The_Day_of_Forever	The_Day_of_Forever
2420	1	The_Demi-Gods_and_Semi-Devils_(2013_TV_series)	The_Demi-Gods_and_Semi-Devils_(2013_TV_series)
2421	1	The_Good_Soldier	The_Good_Soldier
2422	1	The_Silmarillion	The_Silmarillion
2423	1	The_Sword_of_Rhiannon	The_Sword_of_Rhiannon
2424	1	The_Tenth_Man_(novel)	The_Tenth_Man_(novel)
2425	1	The_Town_(Richter_novel)	The_Town_(Richter_novel)
2426	1	Thorns_(novel)	Thorns_(novel)
2427	1	We_All_Fall_Down_(Walters_novel)	We_All_Fall_Down_(Walters_novel)
2428	1	What_a_Carve_Up!_(novel)	What_a_Carve_Up!_(novel)
2429	1	Where_There's_a_Will_(novel)	Where_There's_a_Will_(novel)
2430	1	Liquor_(novel_series)	Liquor_(novel_series)
2431	1	Rameau's_Nephew	Rameau's_Nephew
2432	1	Ratner's_Star	Ratner's_Star
2433	1	Serpent_(novel)	Serpent_(novel)
2434	1	The_Cabinet_of_Curiosities	The_Cabinet_of_Curiosities
2435	1	The_Deerslayer	The_Deerslayer
2436	1	The_Falls_(Oates_novel)	The_Falls_(Oates_novel)
2437	1	The_Golden_Globe	The_Golden_Globe
2438	1	The_Piazza_Tales	The_Piazza_Tales
2439	1	The_Stars_Look_Down	The_Stars_Look_Down
2440	1	A_Time_of_Changes	A_Time_of_Changes
2441	1	Casanova's_Chinese_Restaurant	Casanova's_Chinese_Restaurant
2442	1	Chasm_City	Chasm_City
2443	1	Downward_to_the_Earth	Downward_to_the_Earth
2444	1	Revelation_Space	Revelation_Space
2445	1	Sanditon	Sanditon
2446	1	The_Royal_Book_of_Oz	The_Royal_Book_of_Oz
2447	1	Lake_Wobegon_Days	Lake_Wobegon_Days
2448	1	The_Chocolate_War	The_Chocolate_War
2449	1	The_Passion_of_New_Eve	The_Passion_of_New_Eve
2450	1	The_Simple_Art_of_Murder	The_Simple_Art_of_Murder
2451	1	The_World_Inside	The_World_Inside
2452	1	White-Jacket	White-Jacket
2453	1	Dream_Park	Dream_Park
2454	1	News_from_Nowhere	News_from_Nowhere
2455	1	Not_This_August	Not_This_August
2456	1	The_Dream-Quest_of_Unknown_Kadath	The_Dream-Quest_of_Unknown_Kadath
2457	1	The_Lions_of_Al-Rassan	The_Lions_of_Al-Rassan
2458	1	The_Man_Who_Japed	The_Man_Who_Japed
2459	1	The_Phoenix_and_the_Carpet	The_Phoenix_and_the_Carpet
2460	1	The_Pillars_of_the_Earth	The_Pillars_of_the_Earth
2461	1	The_Skylark_of_Space	The_Skylark_of_Space
2462	1	Wise_Children	Wise_Children
2463	1	Plain_Tales_from_the_Hills	Plain_Tales_from_the_Hills
2464	1	Uncle_Silas	Uncle_Silas
2465	1	A_Little_Green_Book_of_Monster_Stories	A_Little_Green_Book_of_Monster_Stories
2466	1	A_Rebel_in_Time	A_Rebel_in_Time
2467	1	Bad_Luck_and_Trouble	Bad_Luck_and_Trouble
2468	1	Blood_Lines_(Wilks_novel)	Blood_Lines_(Wilks_novel)
2469	1	Blooded_on_Arachne	Blooded_on_Arachne
2470	1	Dragons_in_the_Waters	Dragons_in_the_Waters
2471	1	Echo_Burning	Echo_Burning
2472	1	Mortal_Danger	Mortal_Danger
2473	1	Tempting_Danger	Tempting_Danger
2474	1	The_Scarlet_Gospels	The_Scarlet_Gospels
2475	1	The_Small_Rain	The_Small_Rain
2476	1	The_Truth-Teller's_Tale	The_Truth-Teller's_Tale
2477	1	While_the_Light_Lasts_and_Other_Stories	While_the_Light_Lasts_and_Other_Stories
2478	1	Without_Fail	Without_Fail
2479	1	A_Severed_Wasp	A_Severed_Wasp
2480	1	Demon's_Delight	Demon's_Delight
2481	1	Here_Lies_Arthur	Here_Lies_Arthur
2482	1	The_State_Counsellor	The_State_Counsellor
2483	1	Further_Chronicles_of_Avonlea	Further_Chronicles_of_Avonlea
2484	1	Murder_at_the_Savoy	Murder_at_the_Savoy
2485	1	Gideon's_Corpse	Gideon's_Corpse
2486	1	The_Mark_of_the_Horse_Lord	The_Mark_of_the_Horse_Lord
2487	1	Creepy_Creatures	Creepy_Creatures
2488	1	Lady_in_Waiting_(novel)	Lady_in_Waiting_(novel)
2489	1	Peckinpah:_An_Ultraviolent_Romance	Peckinpah:_An_Ultraviolent_Romance
2490	1	The_Final_Testament_of_the_Holy_Bible	The_Final_Testament_of_the_Holy_Bible
2491	1	The_High_Deeds_of_Finn_MacCool	The_High_Deeds_of_Finn_MacCool
2492	1	The_Road_to_Camlann	The_Road_to_Camlann
2493	1	The_Sword_and_the_Circle	The_Sword_and_the_Circle
2494	1	The_Third_Gate	The_Third_Gate
2495	1	Tristan_and_Iseult_(novel)	Tristan_and_Iseult_(novel)
2496	1	With_a_Little_Help	With_a_Little_Help
2497	1	Young_Sherlock_Holmes:_Black_Ice	Young_Sherlock_Holmes:_Black_Ice
2498	1	Zendegi	Zendegi
2499	1	Jonah_Hex:_Shadows_West	Jonah_Hex:_Shadows_West
2500	1	Bleeding_Shadows	Bleeding_Shadows
2501	1	Blue_Labyrinth	Blue_Labyrinth
2502	1	Garment_of_Shadows	Garment_of_Shadows
2503	1	Make_Me_(novel)	Make_Me_(novel)
2504	1	Mentats_of_Dune	Mentats_of_Dune
2505	1	Sin_(Prilepin_novel)	Sin_(Prilepin_novel)
2506	1	The_Mosquito_Coast_(novel)	The_Mosquito_Coast_(novel)
2507	1	Trapped_in_the_Saturday_Matinee	Trapped_in_the_Saturday_Matinee
2508	1	Dark_Watch	Dark_Watch
2509	1	The_Halloween_Tree	The_Halloween_Tree
2510	1	Divide_and_Rule_(collection)	Divide_and_Rule_(collection)
